kW;día;hora;temperatura;año;mes;estacion;tipo_dia
29,808;25;17;27,65;2020;9;primavera;habil
29,712;25;18;27,65;2020;9;primavera;habil
38,208;25;19;27,25;2020;9;primavera;habil
39,984;25;20;26,2;2020;9;primavera;habil
40,896;25;21;25,05;2020;9;primavera;habil
41,088;25;22;23,55;2020;9;primavera;habil
39,744;25;23;22,05;2020;9;primavera;habil
36,432;26;0;19,4;2020;9;primavera;no habil
31,824;26;1;17,8;2020;9;primavera;no habil
27,888;26;2;16,75;2020;9;primavera;no habil
24,192;26;3;16,45;2020;9;primavera;no habil
25,248;26;4;16,05;2020;9;primavera;no habil
23,328;26;5;15,75;2020;9;primavera;no habil
24,384;26;6;15,75;2020;9;primavera;no habil
23,952;26;7;15,7;2020;9;primavera;no habil
;26;8;15,75;2020;9;primavera;no habil
22,224;26;9;16,1;2020;9;primavera;no habil
22,8;26;10;16,75;2020;9;primavera;no habil
24,432;26;11;17,4;2020;9;primavera;no habil
28,032;26;12;17,35;2020;9;primavera;no habil
28,176;26;13;17,5;2020;9;primavera;no habil
28,608;26;14;17,8;2020;9;primavera;no habil
27,888;26;15;18;2020;9;primavera;no habil
26,304;26;16;18,55;2020;9;primavera;no habil
27,216;26;17;19,25;2020;9;primavera;no habil
26,064;26;18;18,85;2020;9;primavera;no habil
37,536;26;19;18,3;2020;9;primavera;no habil
41,472;26;20;18,1;2020;9;primavera;no habil
40,848;26;21;17,75;2020;9;primavera;no habil
39,216;26;22;17,4;2020;9;primavera;no habil
35,808;26;23;16,85;2020;9;primavera;no habil
33,168;27;0;14,8;2020;9;primavera;no habil
30;27;1;14,8;2020;9;primavera;no habil
28,512;27;2;14,1;2020;9;primavera;no habil
25,008;27;3;13,2;2020;9;primavera;no habil
23,664;27;4;12,8;2020;9;primavera;no habil
21,072;27;5;12,3;2020;9;primavera;no habil
24,096;27;6;11,95;2020;9;primavera;no habil
22,704;27;7;11,15;2020;9;primavera;no habil
15,792;27;8;10,7;2020;9;primavera;no habil
18,336;27;9;11,4;2020;9;primavera;no habil
22,224;27;10;12,55;2020;9;primavera;no habil
24,144;27;11;13,9;2020;9;primavera;no habil
26,64;27;12;15,65;2020;9;primavera;no habil
26,208;27;13;17,2;2020;9;primavera;no habil
25,2;27;14;18,1;2020;9;primavera;no habil
23,712;27;15;19;2020;9;primavera;no habil
25,392;27;16;19,55;2020;9;primavera;no habil
24,144;27;17;20,15;2020;9;primavera;no habil
26,4;27;18;20,3;2020;9;primavera;no habil
31,44;27;19;20;2020;9;primavera;no habil
36,144;27;20;19,15;2020;9;primavera;no habil
37,008;27;21;18,35;2020;9;primavera;no habil
36,72;27;22;17,45;2020;9;primavera;no habil
36,768;27;23;16,5;2020;9;primavera;no habil
30,192;28;0;16,05;2020;9;primavera;habil
28,944;28;1;15,25;2020;9;primavera;habil
23,328;28;2;14,7;2020;9;primavera;habil
23,28;28;3;14;2020;9;primavera;habil
21,936;28;4;13,5;2020;9;primavera;habil
21,264;28;5;12,75;2020;9;primavera;habil
23,904;28;6;12,45;2020;9;primavera;habil
22,608;28;7;12,45;2020;9;primavera;habil
18,048;28;8;13,1;2020;9;primavera;habil
20,4;28;9;15,7;2020;9;primavera;habil
21,552;28;10;17,55;2020;9;primavera;habil
23,232;28;11;19,25;2020;9;primavera;habil
24,816;28;12;20,95;2020;9;primavera;habil
27,552;28;13;22,2;2020;9;primavera;habil
26,304;28;14;23,3;2020;9;primavera;habil
24,192;28;15;24,05;2020;9;primavera;habil
22,272;28;16;24,75;2020;9;primavera;habil
25,536;28;17;25,3;2020;9;primavera;habil
28,464;28;18;25,35;2020;9;primavera;habil
35,76;28;19;25,05;2020;9;primavera;habil
38,304;28;20;24,1;2020;9;primavera;habil
40,128;28;21;23,05;2020;9;primavera;habil
39,792;28;22;22,55;2020;9;primavera;habil
;28;23;22,05;2020;9;primavera;habil
33,792;29;0;21,55;2020;9;primavera;habil
28,704;29;1;20,7;2020;9;primavera;habil
23,232;29;2;20,3;2020;9;primavera;habil
22,32;29;3;19,95;2020;9;primavera;habil
21,072;29;4;18,5;2020;9;primavera;habil
21,168;29;5;18;2020;9;primavera;habil
22,224;29;6;17,3;2020;9;primavera;habil
19,344;29;7;16,9;2020;9;primavera;habil
18,672;29;8;17,4;2020;9;primavera;habil
20,592;29;9;19,05;2020;9;primavera;habil
23,904;29;10;21,85;2020;9;primavera;habil
25,68;29;11;23,35;2020;9;primavera;habil
26,736;29;12;26;2020;9;primavera;habil
26,544;29;13;28,25;2020;9;primavera;habil
26,688;29;14;29,15;2020;9;primavera;habil
25,584;29;15;30;2020;9;primavera;habil
26,928;29;16;30,85;2020;9;primavera;habil
29,28;29;17;31,6;2020;9;primavera;habil
30,288;29;18;31,2;2020;9;primavera;habil
38,688;29;19;30,45;2020;9;primavera;habil
41,136;29;20;29,15;2020;9;primavera;habil
39,696;29;21;28,2;2020;9;primavera;habil
40,992;29;22;27,25;2020;9;primavera;habil
38,4;29;23;26,9;2020;9;primavera;habil
35,184;30;0;26,45;2020;9;primavera;habil
28,464;30;1;25,75;2020;9;primavera;habil
26,304;30;2;25,35;2020;9;primavera;habil
22,416;30;3;24,05;2020;9;primavera;habil
21,36;30;4;20,85;2020;9;primavera;habil
21,216;30;5;18,6;2020;9;primavera;habil
22,272;30;6;15,85;2020;9;primavera;habil
20,352;30;7;14,45;2020;9;primavera;habil
20,352;30;8;13,95;2020;9;primavera;habil
21,744;30;9;15,4;2020;9;primavera;habil
23,616;30;10;17,75;2020;9;primavera;habil
22,32;30;11;19,3;2020;9;primavera;habil
25,056;30;12;21,25;2020;9;primavera;habil
28,56;30;13;23,4;2020;9;primavera;habil
27,696;30;14;25,6;2020;9;primavera;habil
29,136;30;15;27,85;2020;9;primavera;habil
;30;16;29;2020;9;primavera;habil
29,232;30;17;29,45;2020;9;primavera;habil
30,48;30;18;29,95;2020;9;primavera;habil
33,024;30;19;29,45;2020;9;primavera;habil
40,464;30;20;27,5;2020;9;primavera;habil
39,888;30;21;26,15;2020;9;primavera;habil
41,328;30;22;25,05;2020;9;primavera;habil
37,968;30;23;24;2020;9;primavera;habil
35,136;1;0;22,7;2020;10;primavera;habil
31,2;1;1;20,05;2020;10;primavera;habil
26,352;1;2;17,55;2020;10;primavera;habil
24,288;1;3;15,75;2020;10;primavera;habil
22,032;1;4;14,55;2020;10;primavera;habil
21,744;1;5;13,55;2020;10;primavera;habil
23,52;1;6;13,35;2020;10;primavera;habil
19,392;1;7;13;2020;10;primavera;habil
18,24;1;8;12,9;2020;10;primavera;habil
;1;9;13,15;2020;10;primavera;habil
22,848;1;10;13,55;2020;10;primavera;habil
22,032;1;11;13,95;2020;10;primavera;habil
22,704;1;12;14,65;2020;10;primavera;habil
26,4;1;13;15,5;2020;10;primavera;habil
24,816;1;14;16,5;2020;10;primavera;habil
24;1;15;17,4;2020;10;primavera;habil
21,6;1;16;18,25;2020;10;primavera;habil
23,568;1;17;18,8;2020;10;primavera;habil
25,968;1;18;18,9;2020;10;primavera;habil
31,776;1;19;18,55;2020;10;primavera;habil
35,856;1;20;17,8;2020;10;primavera;habil
37,344;1;21;16,85;2020;10;primavera;habil
38,496;1;22;16,2;2020;10;primavera;habil
38,784;1;23;16;2020;10;primavera;habil
32,544;2;0;15,55;2020;10;primavera;habil
28,992;2;1;14,75;2020;10;primavera;habil
24,816;2;2;13,9;2020;10;primavera;habil
22,848;2;3;12,85;2020;10;primavera;habil
22,272;2;4;12,25;2020;10;primavera;habil
;2;5;12,05;2020;10;primavera;habil
21,936;2;6;9,65;2020;10;primavera;habil
20,88;2;7;9,2;2020;10;primavera;habil
18,96;2;8;9,65;2020;10;primavera;habil
;2;9;10,7;2020;10;primavera;habil
26,544;2;10;12,95;2020;10;primavera;habil
26,736;2;11;15,1;2020;10;primavera;habil
26,448;2;12;16,15;2020;10;primavera;habil
26,448;2;13;17,35;2020;10;primavera;habil
25,536;2;14;18,2;2020;10;primavera;habil
25,248;2;15;18,45;2020;10;primavera;habil
26,016;2;16;18,7;2020;10;primavera;habil
23,28;2;17;18,35;2020;10;primavera;habil
26,304;2;18;18,1;2020;10;primavera;habil
33,84;2;19;18,1;2020;10;primavera;habil
37,248;2;20;17,3;2020;10;primavera;habil
37,728;2;21;16,05;2020;10;primavera;habil
38,304;2;22;14,85;2020;10;primavera;habil
35,136;2;23;13,7;2020;10;primavera;habil
32,736;3;0;12,6;2020;10;primavera;no habil
27,744;3;1;11,55;2020;10;primavera;no habil
24,672;3;2;10,4;2020;10;primavera;no habil
23,184;3;3;9,8;2020;10;primavera;no habil
22,416;3;4;9,3;2020;10;primavera;no habil
20,88;3;5;8,9;2020;10;primavera;no habil
21,072;3;6;8,55;2020;10;primavera;no habil
;3;7;8,25;2020;10;primavera;no habil
17,712;3;8;8,2;2020;10;primavera;no habil
19,008;3;9;8,3;2020;10;primavera;no habil
22,032;3;10;8,55;2020;10;primavera;no habil
24,48;3;11;9,35;2020;10;primavera;no habil
26,592;3;12;10,35;2020;10;primavera;no habil
25,92;3;13;11,05;2020;10;primavera;no habil
27,84;3;14;12,1;2020;10;primavera;no habil
27,216;3;15;12,7;2020;10;primavera;no habil
24,432;3;16;12,9;2020;10;primavera;no habil
25,2;3;17;13;2020;10;primavera;no habil
;3;18;12;2020;10;primavera;no habil
36,768;3;19;10,65;2020;10;primavera;no habil
43,152;3;20;9,75;2020;10;primavera;no habil
43,248;3;21;9,35;2020;10;primavera;no habil
38,688;3;22;8,95;2020;10;primavera;no habil
38,544;3;23;8,45;2020;10;primavera;no habil
38,832;4;0;8,2;2020;10;primavera;no habil
30;4;1;7,95;2020;10;primavera;no habil
23,808;4;2;7,85;2020;10;primavera;no habil
21,984;4;3;7,5;2020;10;primavera;no habil
23,088;4;4;7,2;2020;10;primavera;no habil
21,024;4;5;6,85;2020;10;primavera;no habil
21,696;4;6;6,75;2020;10;primavera;no habil
;4;7;6,45;2020;10;primavera;no habil
15,36;4;8;6,45;2020;10;primavera;no habil
20,976;4;9;7,2;2020;10;primavera;no habil
23,808;4;10;7,55;2020;10;primavera;no habil
27,696;4;11;8,15;2020;10;primavera;no habil
31,392;4;12;8,95;2020;10;primavera;no habil
32,112;4;13;9,9;2020;10;primavera;no habil
27,792;4;14;10,3;2020;10;primavera;no habil
26,256;4;15;10,7;2020;10;primavera;no habil
26,496;4;16;10,7;2020;10;primavera;no habil
27,888;4;17;10,8;2020;10;primavera;no habil
28,608;4;18;11,45;2020;10;primavera;no habil
33,6;4;19;11,6;2020;10;primavera;no habil
39,936;4;20;11,6;2020;10;primavera;no habil
40,896;4;21;11,5;2020;10;primavera;no habil
43,92;4;22;11,15;2020;10;primavera;no habil
38,64;4;23;10,6;2020;10;primavera;no habil
36,72;5;0;9,95;2020;10;primavera;habil
31,632;5;1;9,55;2020;10;primavera;habil
25,488;5;2;8,9;2020;10;primavera;habil
22,416;5;3;8,8;2020;10;primavera;habil
23,424;5;4;8,65;2020;10;primavera;habil
22,512;5;5;8,5;2020;10;primavera;habil
22,416;5;6;7,3;2020;10;primavera;habil
25,392;5;7;6,3;2020;10;primavera;habil
24,24;5;8;7,2;2020;10;primavera;habil
24,144;5;9;9,7;2020;10;primavera;habil
26,112;5;10;11;2020;10;primavera;habil
25,776;5;11;12,3;2020;10;primavera;habil
25,68;5;12;13,75;2020;10;primavera;habil
27,12;5;13;15,6;2020;10;primavera;habil
31,248;5;14;16,95;2020;10;primavera;habil
26,496;5;15;18,25;2020;10;primavera;habil
23,232;5;16;19,2;2020;10;primavera;habil
26,448;5;17;19,7;2020;10;primavera;habil
25,152;5;18;20,05;2020;10;primavera;habil
33,072;5;19;19,55;2020;10;primavera;habil
36,48;5;20;18,55;2020;10;primavera;habil
39,12;5;21;17,5;2020;10;primavera;habil
38,832;5;22;16,45;2020;10;primavera;habil
;5;23;16;2020;10;primavera;habil
36,576;6;0;15,1;2020;10;primavera;habil
30,576;6;1;14,5;2020;10;primavera;habil
25,152;6;2;14,4;2020;10;primavera;habil
21,072;6;3;13,45;2020;10;primavera;habil
;6;4;12,6;2020;10;primavera;habil
22,608;6;5;11,8;2020;10;primavera;habil
24,576;6;6;11,6;2020;10;primavera;habil
21,84;6;7;11,1;2020;10;primavera;habil
20,016;6;8;11,75;2020;10;primavera;habil
24,48;6;9;13,35;2020;10;primavera;habil
25,824;6;10;15,9;2020;10;primavera;habil
27,168;6;11;18;2020;10;primavera;habil
31,776;6;12;19,8;2020;10;primavera;habil
30,864;6;13;21,15;2020;10;primavera;habil
28,56;6;14;22,55;2020;10;primavera;habil
25,536;6;15;23,65;2020;10;primavera;habil
24,624;6;16;24,45;2020;10;primavera;habil
25,008;6;17;25,3;2020;10;primavera;habil
27,984;6;18;25,65;2020;10;primavera;habil
32,352;6;19;25,45;2020;10;primavera;habil
40,32;6;20;24,3;2020;10;primavera;habil
38,448;6;21;23,7;2020;10;primavera;habil
43,536;6;22;23,15;2020;10;primavera;habil
40,416;6;23;21,9;2020;10;primavera;habil
35,424;7;0;20,9;2020;10;primavera;habil
27,936;7;1;20,25;2020;10;primavera;habil
23,808;7;2;20,2;2020;10;primavera;habil
22,224;7;3;19,8;2020;10;primavera;habil
21,984;7;4;18,45;2020;10;primavera;habil
;7;5;17,3;2020;10;primavera;habil
23,712;7;6;16,65;2020;10;primavera;habil
20,016;7;7;14,95;2020;10;primavera;habil
20,496;7;8;14,1;2020;10;primavera;habil
22,608;7;9;16,65;2020;10;primavera;habil
24,144;7;10;18,15;2020;10;primavera;habil
23,76;7;11;18,45;2020;10;primavera;habil
27,984;7;12;19,2;2020;10;primavera;habil
29,616;7;13;20,1;2020;10;primavera;habil
26,88;7;14;21,15;2020;10;primavera;habil
25,68;7;15;22;2020;10;primavera;habil
27,312;7;16;22,95;2020;10;primavera;habil
25,392;7;17;23,6;2020;10;primavera;habil
29,616;7;18;23,8;2020;10;primavera;habil
31,2;7;19;23,45;2020;10;primavera;habil
39,12;7;20;22,35;2020;10;primavera;habil
39,84;7;21;21,25;2020;10;primavera;habil
46,56;7;22;20,2;2020;10;primavera;habil
39,36;7;23;19,35;2020;10;primavera;habil
35,28;8;0;17,2;2020;10;primavera;habil
28,224;8;1;16,05;2020;10;primavera;habil
24,528;8;2;15,65;2020;10;primavera;habil
22,704;8;3;14,75;2020;10;primavera;habil
22,512;8;4;14,85;2020;10;primavera;habil
21,024;8;5;13,8;2020;10;primavera;habil
23,04;8;6;12,6;2020;10;primavera;habil
19,632;8;7;11,65;2020;10;primavera;habil
20,736;8;8;11,5;2020;10;primavera;habil
22,272;8;9;13,4;2020;10;primavera;habil
23,808;8;10;14,85;2020;10;primavera;habil
22,896;8;11;16,25;2020;10;primavera;habil
26,256;8;12;18,15;2020;10;primavera;habil
26,16;8;13;19,7;2020;10;primavera;habil
26,256;8;14;21,35;2020;10;primavera;habil
25,2;8;15;22,7;2020;10;primavera;habil
23,856;8;16;23,75;2020;10;primavera;habil
25,536;8;17;24,3;2020;10;primavera;habil
28,272;8;18;24,85;2020;10;primavera;habil
29,856;8;19;24,5;2020;10;primavera;habil
38,88;8;20;23,3;2020;10;primavera;habil
38,928;8;21;21,95;2020;10;primavera;habil
38,064;8;22;21,2;2020;10;primavera;habil
39,504;8;23;20,3;2020;10;primavera;habil
39,456;9;0;18,55;2020;10;primavera;habil
;9;1;16,5;2020;10;primavera;habil
;9;2;15,95;2020;10;primavera;habil
23,088;9;3;15,65;2020;10;primavera;habil
23,568;9;4;15,35;2020;10;primavera;habil
21,744;9;5;15,2;2020;10;primavera;habil
22,992;9;6;13,65;2020;10;primavera;habil
18,864;9;7;12,75;2020;10;primavera;habil
22,272;9;8;14,3;2020;10;primavera;habil
23,184;9;9;16,95;2020;10;primavera;habil
26,784;9;10;18,9;2020;10;primavera;habil
26,688;9;11;20,05;2020;10;primavera;habil
26,448;9;12;21,1;2020;10;primavera;habil
26,592;9;13;22,35;2020;10;primavera;habil
30,336;9;14;23,5;2020;10;primavera;habil
;9;15;24,3;2020;10;primavera;habil
;9;16;25,5;2020;10;primavera;habil
28,8;9;17;25,95;2020;10;primavera;habil
28,896;9;18;26,2;2020;10;primavera;habil
30,96;9;19;25,95;2020;10;primavera;habil
38,496;9;20;24,95;2020;10;primavera;habil
38,784;9;21;23,3;2020;10;primavera;habil
40,56;9;22;21,9;2020;10;primavera;habil
38,4;9;23;21,35;2020;10;primavera;habil
34,992;10;0;20,55;2020;10;primavera;no habil
30,432;10;1;19,65;2020;10;primavera;no habil
27,696;10;2;19,6;2020;10;primavera;no habil
24,816;10;3;18,4;2020;10;primavera;no habil
23,328;10;4;16,6;2020;10;primavera;no habil
21,744;10;5;15,7;2020;10;primavera;no habil
22,944;10;6;17,5;2020;10;primavera;no habil
20,832;10;7;18,2;2020;10;primavera;no habil
20,688;10;8;18,5;2020;10;primavera;no habil
20,784;10;9;20,4;2020;10;primavera;no habil
22,848;10;10;21,6;2020;10;primavera;no habil
24,24;10;11;24;2020;10;primavera;no habil
29,232;10;12;26,4;2020;10;primavera;no habil
34,8;10;13;28,5;2020;10;primavera;no habil
;10;14;30;2020;10;primavera;no habil
33,36;10;15;30,85;2020;10;primavera;no habil
32,4;10;16;31,95;2020;10;primavera;no habil
32,304;10;17;32,15;2020;10;primavera;no habil
31,968;10;18;31,9;2020;10;primavera;no habil
33,168;10;19;31,1;2020;10;primavera;no habil
38,496;10;20;29,55;2020;10;primavera;no habil
38,736;10;21;26;2020;10;primavera;no habil
41,184;10;22;22,05;2020;10;primavera;no habil
39,6;10;23;20,25;2020;10;primavera;no habil
35,376;11;0;19,3;2020;10;primavera;no habil
30,72;11;1;18;2020;10;primavera;no habil
26,784;11;2;17,05;2020;10;primavera;no habil
24,48;11;3;15,75;2020;10;primavera;no habil
23,328;11;4;15,6;2020;10;primavera;no habil
23,376;11;5;15;2020;10;primavera;no habil
;11;6;14,15;2020;10;primavera;no habil
17,04;11;7;13,75;2020;10;primavera;no habil
18,672;11;8;13,7;2020;10;primavera;no habil
19,824;11;9;14,75;2020;10;primavera;no habil
26,64;11;10;15,8;2020;10;primavera;no habil
26,832;11;11;16,65;2020;10;primavera;no habil
27,216;11;12;17,55;2020;10;primavera;no habil
32,256;11;13;18,5;2020;10;primavera;no habil
28,416;11;14;19,6;2020;10;primavera;no habil
26,784;11;15;20,3;2020;10;primavera;no habil
27,36;11;16;21,35;2020;10;primavera;no habil
25,584;11;17;21,65;2020;10;primavera;no habil
26,688;11;18;22,1;2020;10;primavera;no habil
34,128;11;19;21,8;2020;10;primavera;no habil
39,216;11;20;21,2;2020;10;primavera;no habil
39,216;11;21;20,4;2020;10;primavera;no habil
41,136;11;22;19,3;2020;10;primavera;no habil
38,688;11;23;18,75;2020;10;primavera;no habil
33,888;12;0;18,4;2020;10;primavera;no habil
29,808;12;1;17,55;2020;10;primavera;no habil
26,976;12;2;17,25;2020;10;primavera;no habil
25,2;12;3;16,5;2020;10;primavera;no habil
24,72;12;4;15,65;2020;10;primavera;no habil
21,408;12;5;14,75;2020;10;primavera;no habil
22,08;12;6;13,9;2020;10;primavera;no habil
18,96;12;7;13,85;2020;10;primavera;no habil
21,168;12;8;14,65;2020;10;primavera;no habil
21,696;12;9;17,4;2020;10;primavera;no habil
24,72;12;10;18,8;2020;10;primavera;no habil
24,192;12;11;20;2020;10;primavera;no habil
27,36;12;12;21,65;2020;10;primavera;no habil
29,52;12;13;23,15;2020;10;primavera;no habil
28,464;12;14;24,3;2020;10;primavera;no habil
31,248;12;15;25,25;2020;10;primavera;no habil
30,048;12;16;25,9;2020;10;primavera;no habil
29,088;12;17;26,35;2020;10;primavera;no habil
30,048;12;18;26,35;2020;10;primavera;no habil
33,936;12;19;26,15;2020;10;primavera;no habil
40,944;12;20;25,2;2020;10;primavera;no habil
42,912;12;21;23,75;2020;10;primavera;no habil
40,896;12;22;22,6;2020;10;primavera;no habil
39,312;12;23;22;2020;10;primavera;no habil
36,384;13;0;20,95;2020;10;primavera;habil
27,456;13;1;20,05;2020;10;primavera;habil
25,536;13;2;18,9;2020;10;primavera;habil
22,176;13;3;17,9;2020;10;primavera;habil
23,28;13;4;18,15;2020;10;primavera;habil
21,888;13;5;18,8;2020;10;primavera;habil
21,024;13;6;19,15;2020;10;primavera;habil
20,112;13;7;18,8;2020;10;primavera;habil
20,736;13;8;19,25;2020;10;primavera;habil
21,888;13;9;21,25;2020;10;primavera;habil
22,944;13;10;23,35;2020;10;primavera;habil
27,024;13;11;24,65;2020;10;primavera;habil
28,896;13;12;26,3;2020;10;primavera;habil
32,736;13;13;27,75;2020;10;primavera;habil
33,072;13;14;28,75;2020;10;primavera;habil
35,424;13;15;29,25;2020;10;primavera;habil
36;13;16;29,65;2020;10;primavera;habil
35,904;13;17;29,7;2020;10;primavera;habil
36,24;13;18;29,55;2020;10;primavera;habil
;13;19;28,95;2020;10;primavera;habil
42,72;13;20;28;2020;10;primavera;habil
42,912;13;21;26,6;2020;10;primavera;habil
41,616;13;22;25,45;2020;10;primavera;habil
40,512;13;23;24,8;2020;10;primavera;habil
36,912;14;0;24,1;2020;10;primavera;habil
31,728;14;1;22,55;2020;10;primavera;habil
;14;2;21,75;2020;10;primavera;habil
23,712;14;3;22,05;2020;10;primavera;habil
23,136;14;4;21,45;2020;10;primavera;habil
22,176;14;5;20,7;2020;10;primavera;habil
24,048;14;6;20,5;2020;10;primavera;habil
24,144;14;7;19,2;2020;10;primavera;habil
23,712;14;8;19,2;2020;10;primavera;habil
22,032;14;9;19,75;2020;10;primavera;habil
24,528;14;10;19,85;2020;10;primavera;habil
25,872;14;11;19,4;2020;10;primavera;habil
29,328;14;12;19,75;2020;10;primavera;habil
27,408;14;13;19,15;2020;10;primavera;habil
25,728;14;14;19,05;2020;10;primavera;habil
27,504;14;15;18,95;2020;10;primavera;habil
;14;16;18,1;2020;10;primavera;habil
27,216;14;17;18,55;2020;10;primavera;habil
29,328;14;18;19,2;2020;10;primavera;habil
33,744;14;19;18,5;2020;10;primavera;habil
37,872;14;20;18,35;2020;10;primavera;habil
40,752;14;21;17,8;2020;10;primavera;habil
40,128;14;22;17;2020;10;primavera;habil
37,968;14;23;16,15;2020;10;primavera;habil
34,032;15;0;15,9;2020;10;primavera;habil
28,368;15;1;15,7;2020;10;primavera;habil
27,984;15;2;15,75;2020;10;primavera;habil
23,52;15;3;16;2020;10;primavera;habil
23,04;15;4;15,5;2020;10;primavera;habil
21,744;15;5;15,05;2020;10;primavera;habil
23,28;15;6;15,2;2020;10;primavera;habil
19,392;15;7;15,6;2020;10;primavera;habil
19,488;15;8;16,55;2020;10;primavera;habil
31,008;15;9;17,75;2020;10;primavera;habil
34,032;15;10;19,5;2020;10;primavera;habil
28,416;15;11;21,5;2020;10;primavera;habil
27,168;15;12;23,15;2020;10;primavera;habil
31,632;15;13;24,45;2020;10;primavera;habil
30,816;15;14;25,55;2020;10;primavera;habil
30,816;15;15;26,25;2020;10;primavera;habil
;15;16;26,95;2020;10;primavera;habil
29,808;15;17;27,3;2020;10;primavera;habil
29,088;15;18;27,65;2020;10;primavera;habil
34,608;15;19;27,45;2020;10;primavera;habil
39,888;15;20;26,55;2020;10;primavera;habil
42,432;15;21;25,4;2020;10;primavera;habil
;15;22;24,3;2020;10;primavera;habil
38,976;15;23;23,55;2020;10;primavera;habil
37,584;16;0;23,4;2020;10;primavera;habil
31,632;16;1;22,1;2020;10;primavera;habil
25,248;16;2;21,9;2020;10;primavera;habil
25,632;16;3;21,25;2020;10;primavera;habil
23,088;16;4;20,2;2020;10;primavera;habil
22,848;16;5;19,85;2020;10;primavera;habil
23,904;16;6;19,25;2020;10;primavera;habil
20,832;16;7;18,8;2020;10;primavera;habil
22,032;16;8;19,6;2020;10;primavera;habil
;16;9;21,2;2020;10;primavera;habil
27,648;16;10;22,75;2020;10;primavera;habil
29,04;16;11;24,9;2020;10;primavera;habil
32,496;16;12;26,6;2020;10;primavera;habil
34,512;16;13;28,05;2020;10;primavera;habil
42,144;16;14;29,2;2020;10;primavera;habil
39,12;16;15;29,95;2020;10;primavera;habil
35,616;16;16;30,65;2020;10;primavera;habil
39,744;16;17;31,05;2020;10;primavera;habil
39,072;16;18;30,55;2020;10;primavera;habil
39,84;16;19;29,95;2020;10;primavera;habil
44,448;16;20;28,85;2020;10;primavera;habil
44,16;16;21;27,6;2020;10;primavera;habil
44,592;16;22;26,8;2020;10;primavera;habil
43,968;16;23;26,35;2020;10;primavera;habil
40,368;17;0;25,5;2020;10;primavera;no habil
36,24;17;1;23,7;2020;10;primavera;no habil
32,592;17;2;23;2020;10;primavera;no habil
30,144;17;3;22,7;2020;10;primavera;no habil
26,496;17;4;22,25;2020;10;primavera;no habil
26,208;17;5;21,2;2020;10;primavera;no habil
;17;6;20,35;2020;10;primavera;no habil
21,888;17;7;19,75;2020;10;primavera;no habil
24,72;17;8;20,75;2020;10;primavera;no habil
25,488;17;9;22,65;2020;10;primavera;no habil
27,504;17;10;23,95;2020;10;primavera;no habil
30,432;17;11;26,05;2020;10;primavera;no habil
41,232;17;12;28,25;2020;10;primavera;no habil
50,208;17;13;30,25;2020;10;primavera;no habil
59,184;17;14;31,85;2020;10;primavera;no habil
63,984;17;15;33,1;2020;10;primavera;no habil
66,048;17;16;34,4;2020;10;primavera;no habil
63,168;17;17;34,95;2020;10;primavera;no habil
59,856;17;18;35,05;2020;10;primavera;no habil
52,32;17;19;34,75;2020;10;primavera;no habil
52,992;17;20;33,55;2020;10;primavera;no habil
55,632;17;21;32,1;2020;10;primavera;no habil
56,256;17;22;30,65;2020;10;primavera;no habil
54,72;17;23;30;2020;10;primavera;no habil
46,464;18;0;30,2;2020;10;primavera;no habil
46,32;18;1;29,9;2020;10;primavera;no habil
41,856;18;2;27,55;2020;10;primavera;no habil
38,4;18;3;27,15;2020;10;primavera;no habil
34,896;18;4;26,95;2020;10;primavera;no habil
33,072;18;5;26,15;2020;10;primavera;no habil
32,16;18;6;25,45;2020;10;primavera;no habil
26,016;18;7;24;2020;10;primavera;no habil
27,072;18;8;22,65;2020;10;primavera;no habil
30,048;18;9;23,9;2020;10;primavera;no habil
31,92;18;10;26,45;2020;10;primavera;no habil
40,176;18;11;28,4;2020;10;primavera;no habil
;18;12;29,15;2020;10;primavera;no habil
46,8;18;13;30,55;2020;10;primavera;no habil
52,608;18;14;31,65;2020;10;primavera;no habil
;18;15;32,55;2020;10;primavera;no habil
68,4;18;16;33,3;2020;10;primavera;no habil
75,552;18;17;33,9;2020;10;primavera;no habil
76,08;18;18;34,1;2020;10;primavera;no habil
71,088;18;19;33,85;2020;10;primavera;no habil
;18;20;32,25;2020;10;primavera;no habil
;18;21;29,9;2020;10;primavera;no habil
58,272;18;22;28,5;2020;10;primavera;no habil
57,6;18;23;28,35;2020;10;primavera;no habil
53,232;19;0;27,95;2020;10;primavera;habil
47,808;19;1;27,15;2020;10;primavera;habil
42,96;19;2;26,45;2020;10;primavera;habil
40,848;19;3;25,25;2020;10;primavera;habil
;19;4;23,7;2020;10;primavera;habil
36,384;19;5;22,4;2020;10;primavera;habil
34,704;19;6;21,45;2020;10;primavera;habil
29,28;19;7;20,9;2020;10;primavera;habil
25,872;19;8;20,6;2020;10;primavera;habil
26,976;19;9;21,65;2020;10;primavera;habil
29,424;19;10;23,2;2020;10;primavera;habil
32,304;19;11;23,9;2020;10;primavera;habil
34,176;19;12;24,1;2020;10;primavera;habil
33,12;19;13;24,35;2020;10;primavera;habil
39,456;19;14;24,9;2020;10;primavera;habil
;19;15;25,45;2020;10;primavera;habil
45,216;19;16;25,8;2020;10;primavera;habil
41,28;19;17;26,1;2020;10;primavera;habil
42,624;19;18;26,05;2020;10;primavera;habil
37,296;19;19;25,7;2020;10;primavera;habil
