kW;temperatura;año;mes;hora;día;estacion;tipo_dia
40,704;17,8;2020;8;22;4;invierno;habil
41,472;16,925;2020;8;23;4;invierno;habil
35,904;16,125;2020;8;0;5;invierno;habil
30,528;15,25;2020;8;1;5;invierno;habil
26,88;14,325;2020;8;2;5;invierno;habil
24,048;13,15;2020;8;3;5;invierno;habil
23,664;12,075;2020;8;4;5;invierno;habil
21,984;11,825;2020;8;5;5;invierno;habil
25,152;10,975;2020;8;6;5;invierno;habil
25,392;10,275;2020;8;7;5;invierno;habil
23,232;9,925;2020;8;8;5;invierno;habil
22,704;10,125;2020;8;9;5;invierno;habil
25,104;11,525;2020;8;10;5;invierno;habil
27,264;12,7;2020;8;11;5;invierno;habil
28,032;14,125;2020;8;12;5;invierno;habil
26,832;15,625;2020;8;13;5;invierno;habil
26,736;16,975;2020;8;14;5;invierno;habil
28,128;18,125;2020;8;15;5;invierno;habil
25,872;19;2020;8;16;5;invierno;habil
26,928;19,225;2020;8;17;5;invierno;habil
28,992;19;2020;8;18;5;invierno;habil
38,88;18,475;2020;8;19;5;invierno;habil
41,376;17,85;2020;8;20;5;invierno;habil
40,176;17,3;2020;8;21;5;invierno;habil
39,6;17,15;2020;8;22;5;invierno;habil
37,824;16,2;2020;8;23;5;invierno;habil
35,952;15,5;2020;8;0;6;invierno;habil
30,336;15,325;2020;8;1;6;invierno;habil
28,704;13,8;2020;8;2;6;invierno;habil
26,832;13,675;2020;8;3;6;invierno;habil
25,584;13,525;2020;8;4;6;invierno;habil
24,048;14,05;2020;8;5;6;invierno;habil
27,696;13,9;2020;8;6;6;invierno;habil
27,984;12,825;2020;8;7;6;invierno;habil
24,96;11,45;2020;8;8;6;invierno;habil
26,928;11,45;2020;8;9;6;invierno;habil
23,856;11,325;2020;8;10;6;invierno;habil
26,688;11,1;2020;8;11;6;invierno;habil
31,2;11,375;2020;8;12;6;invierno;habil
31,488;11,875;2020;8;13;6;invierno;habil
28,848;12,25;2020;8;14;6;invierno;habil
28,032;12,65;2020;8;15;6;invierno;habil
28,608;13,15;2020;8;16;6;invierno;habil
30,288;13,425;2020;8;17;6;invierno;habil
27,84;13,2;2020;8;18;6;invierno;habil
37,392;12,575;2020;8;19;6;invierno;habil
40,32;11,875;2020;8;20;6;invierno;habil
41,568;11;2020;8;21;6;invierno;habil
39,216;10,3;2020;8;22;6;invierno;habil
41,232;9,6;2020;8;23;6;invierno;habil
37,824;9,175;2020;8;0;7;invierno;habil
37,104;9,3;2020;8;1;7;invierno;habil
32,784;8,7;2020;8;2;7;invierno;habil
29,808;8,325;2020;8;3;7;invierno;habil
24,864;7,825;2020;8;4;7;invierno;habil
24,528;7,425;2020;8;5;7;invierno;habil
28,464;6,35;2020;8;6;7;invierno;habil
28,752;4,7;2020;8;7;7;invierno;habil
27,84;4,525;2020;8;8;7;invierno;habil
26,64;4,625;2020;8;9;7;invierno;habil
27,744;6,125;2020;8;10;7;invierno;habil
26,4;7,975;2020;8;11;7;invierno;habil
23,712;10,35;2020;8;12;7;invierno;habil
28,464;11,775;2020;8;13;7;invierno;habil
28,704;12,725;2020;8;14;7;invierno;habil
26,592;13,575;2020;8;15;7;invierno;habil
24,432;14,325;2020;8;16;7;invierno;habil
26,832;14,575;2020;8;17;7;invierno;habil
26,736;14,6;2020;8;18;7;invierno;habil
35,712;13,9;2020;8;19;7;invierno;habil
38,88;13,15;2020;8;20;7;invierno;habil
46,368;11,975;2020;8;21;7;invierno;habil
47,616;11,2;2020;8;22;7;invierno;habil
45,264;11,075;2020;8;23;7;invierno;habil
45,6;10,625;2020;8;0;8;invierno;no habil
35,088;10,6;2020;8;1;8;invierno;no habil
30,336;10,375;2020;8;2;8;invierno;no habil
27,024;10,225;2020;8;3;8;invierno;no habil
26,016;8,8;2020;8;4;8;invierno;no habil
26,736;7,75;2020;8;5;8;invierno;no habil
28,608;8,2;2020;8;6;8;invierno;no habil
31,824;8,525;2020;8;7;8;invierno;no habil
28,176;8,3;2020;8;8;8;invierno;no habil
25,104;7,2;2020;8;9;8;invierno;no habil
28,56;7,3;2020;8;10;8;invierno;no habil
29,28;9,725;2020;8;11;8;invierno;no habil
33,168;12;2020;8;12;8;invierno;no habil
32,928;13,725;2020;8;13;8;invierno;no habil
31,68;15,175;2020;8;14;8;invierno;no habil
30,48;16,5;2020;8;15;8;invierno;no habil
28,992;17,55;2020;8;16;8;invierno;no habil
29,52;18,35;2020;8;17;8;invierno;no habil
30,48;18,275;2020;8;18;8;invierno;no habil
47,28;17,25;2020;8;19;8;invierno;no habil
49,872;16,25;2020;8;20;8;invierno;no habil
50,928;15,125;2020;8;21;8;invierno;no habil
48,432;14,75;2020;8;22;8;invierno;no habil
41,328;14,25;2020;8;23;8;invierno;no habil
37,584;12,075;2020;8;0;9;invierno;no habil
34,32;11,475;2020;8;1;9;invierno;no habil
29,184;11,1;2020;8;2;9;invierno;no habil
31,008;11,2;2020;8;3;9;invierno;no habil
27,792;12,525;2020;8;4;9;invierno;no habil
26,208;12,225;2020;8;5;9;invierno;no habil
25,536;12,275;2020;8;6;9;invierno;no habil
22,944;12,55;2020;8;7;9;invierno;no habil
24,48;12,075;2020;8;8;9;invierno;no habil
21,936;13,75;2020;8;9;9;invierno;no habil
30,144;15,275;2020;8;10;9;invierno;no habil
31,488;17,5;2020;8;11;9;invierno;no habil
28,464;19,775;2020;8;12;9;invierno;no habil
29,616;21,575;2020;8;13;9;invierno;no habil
28,272;23,125;2020;8;14;9;invierno;no habil
25,92;24,375;2020;8;15;9;invierno;no habil
28,416;25,7;2020;8;16;9;invierno;no habil
23,904;26,45;2020;8;17;9;invierno;no habil
23,52;25,35;2020;8;18;9;invierno;no habil
35,52;23,475;2020;8;19;9;invierno;no habil
38,928;21,45;2020;8;20;9;invierno;no habil
44,832;19,925;2020;8;21;9;invierno;no habil
43,584;19,2;2020;8;22;9;invierno;no habil
42,096;19;2020;8;23;9;invierno;no habil
35,712;18,425;2020;8;0;10;invierno;habil
31,296;16,975;2020;8;1;10;invierno;habil
26,976;16,25;2020;8;2;10;invierno;habil
23,52;15,225;2020;8;3;10;invierno;habil
22,608;14,025;2020;8;4;10;invierno;habil
23,424;11,675;2020;8;5;10;invierno;habil
26,688;12,775;2020;8;6;10;invierno;habil
28,608;10,425;2020;8;7;10;invierno;habil
27,12;11,075;2020;8;8;10;invierno;habil
20,352;11,575;2020;8;9;10;invierno;habil
25,68;13,2;2020;8;10;10;invierno;habil
26,88;15,875;2020;8;11;10;invierno;habil
26,256;17,375;2020;8;12;10;invierno;habil
28,944;18,35;2020;8;13;10;invierno;habil
24,816;19,275;2020;8;14;10;invierno;habil
24,432;19,725;2020;8;15;10;invierno;habil
21,456;20,225;2020;8;16;10;invierno;habil
27,936;20,05;2020;8;17;10;invierno;habil
26,688;19,425;2020;8;18;10;invierno;habil
34,608;18,45;2020;8;19;10;invierno;habil
38,544;17,55;2020;8;20;10;invierno;habil
41,616;16,75;2020;8;21;10;invierno;habil
39,648;15,225;2020;8;22;10;invierno;habil
36,672;11,425;2020;8;23;10;invierno;habil
34,704;10,25;2020;8;0;11;invierno;habil
30,336;9,025;2020;8;1;11;invierno;habil
28,992;7,875;2020;8;2;11;invierno;habil
25,728;6,975;2020;8;3;11;invierno;habil
24,768;6,6;2020;8;4;11;invierno;habil
23,328;6,275;2020;8;5;11;invierno;habil
25,776;5,9;2020;8;6;11;invierno;habil
27,744;5,5;2020;8;7;11;invierno;habil
28,608;5,3;2020;8;8;11;invierno;habil
27,408;5,475;2020;8;9;11;invierno;habil
27,888;6,375;2020;8;10;11;invierno;habil
30,144;7,4;2020;8;11;11;invierno;habil
31,296;8,4;2020;8;12;11;invierno;habil
35,616;9,175;2020;8;13;11;invierno;habil
32,928;10,275;2020;8;14;11;invierno;habil
32,064;11;2020;8;15;11;invierno;habil
24,576;11,825;2020;8;16;11;invierno;habil
26,208;11,875;2020;8;17;11;invierno;habil
29,184;11,775;2020;8;18;11;invierno;habil
42,816;11,175;2020;8;19;11;invierno;habil
46,704;10,475;2020;8;20;11;invierno;habil
50,256;9,5;2020;8;21;11;invierno;habil
51,6;9,05;2020;8;22;11;invierno;habil
48,864;8,475;2020;8;23;11;invierno;habil
46,128;7,375;2020;8;0;12;invierno;habil
39,12;6,95;2020;8;1;12;invierno;habil
30,336;6,3;2020;8;2;12;invierno;habil
26,736;5,95;2020;8;3;12;invierno;habil
27,408;5,45;2020;8;4;12;invierno;habil
27,024;4,7;2020;8;5;12;invierno;habil
29,712;4,35;2020;8;6;12;invierno;habil
31,344;3,825;2020;8;7;12;invierno;habil
29,232;3,425;2020;8;8;12;invierno;habil
31,68;4,425;2020;8;9;12;invierno;habil
30,864;6,775;2020;8;10;12;invierno;habil
31,872;7,975;2020;8;11;12;invierno;habil
33,792;10,25;2020;8;12;12;invierno;habil
33,408;11,525;2020;8;13;12;invierno;habil
31,44;12,675;2020;8;14;12;invierno;habil
30,384;13,7;2020;8;15;12;invierno;habil
31,776;14,425;2020;8;16;12;invierno;habil
30,816;14,8;2020;8;17;12;invierno;habil
30,48;14,55;2020;8;18;12;invierno;habil
41,808;13,5;2020;8;19;12;invierno;habil
42,528;12,425;2020;8;20;12;invierno;habil
45,6;11,1;2020;8;21;12;invierno;habil
48,672;10,225;2020;8;22;12;invierno;habil
48;10,25;2020;8;23;12;invierno;habil
44,736;10,025;2020;8;0;13;invierno;habil
38,736;9,5;2020;8;1;13;invierno;habil
31,632;8,75;2020;8;2;13;invierno;habil
26,64;8,125;2020;8;3;13;invierno;habil
25,152;8,625;2020;8;4;13;invierno;habil
25,872;8,5;2020;8;5;13;invierno;habil
30,576;8,35;2020;8;6;13;invierno;habil
32,64;6,475;2020;8;7;13;invierno;habil
29,232;5,725;2020;8;8;13;invierno;habil
29,184;7,325;2020;8;9;13;invierno;habil
28,848;10,525;2020;8;10;13;invierno;habil
31,968;12,225;2020;8;11;13;invierno;habil
29,28;13,55;2020;8;12;13;invierno;habil
28,128;14,925;2020;8;13;13;invierno;habil
27,36;16,3;2020;8;14;13;invierno;habil
24,672;17,45;2020;8;15;13;invierno;habil
26,496;18,3;2020;8;16;13;invierno;habil
23,088;18,975;2020;8;17;13;invierno;habil
27,36;18,725;2020;8;18;13;invierno;habil
39,888;17,65;2020;8;19;13;invierno;habil
39,984;15,8;2020;8;20;13;invierno;habil
45,36;14,1;2020;8;21;13;invierno;habil
51,552;13,05;2020;8;22;13;invierno;habil
48,576;12,175;2020;8;23;13;invierno;habil
46,848;11,575;2020;8;0;14;invierno;habil
35,28;11,8;2020;8;1;14;invierno;habil
31,44;11,375;2020;8;2;14;invierno;habil
26,688;9,825;2020;8;3;14;invierno;habil
25,104;7,8;2020;8;4;14;invierno;habil
25,008;7,3;2020;8;5;14;invierno;habil
28,848;6,275;2020;8;6;14;invierno;habil
31,68;5,525;2020;8;7;14;invierno;habil
28,992;4,725;2020;8;8;14;invierno;habil
32,64;5,775;2020;8;9;14;invierno;habil
32,064;8,375;2020;8;10;14;invierno;habil
29,088;10,325;2020;8;11;14;invierno;habil
31,248;11,95;2020;8;12;14;invierno;habil
32,448;13,85;2020;8;13;14;invierno;habil
29,904;15,575;2020;8;14;14;invierno;habil
32,352;15,95;2020;8;15;14;invierno;habil
30,24;16,05;2020;8;16;14;invierno;habil
29,28;16,275;2020;8;17;14;invierno;habil
30,528;16,15;2020;8;18;14;invierno;habil
38,64;15,3;2020;8;19;14;invierno;habil
42,816;14,1;2020;8;20;14;invierno;habil
44,64;13,025;2020;8;21;14;invierno;habil
48,48;12,2;2020;8;22;14;invierno;habil
44,448;11,525;2020;8;23;14;invierno;habil
44,928;11,175;2020;8;0;15;invierno;no habil
39,504;10,15;2020;8;1;15;invierno;no habil
32,784;8,775;2020;8;2;15;invierno;no habil
30;7,85;2020;8;3;15;invierno;no habil
28,224;7,6;2020;8;4;15;invierno;no habil
28,56;7,25;2020;8;5;15;invierno;no habil
28,992;6,7;2020;8;6;15;invierno;no habil
29,232;6,1;2020;8;7;15;invierno;no habil
25,488;5,175;2020;8;8;15;invierno;no habil
27,312;6,2;2020;8;9;15;invierno;no habil
31,92;8,7;2020;8;10;15;invierno;no habil
30,096;11,325;2020;8;11;15;invierno;no habil
29,616;13,175;2020;8;12;15;invierno;no habil
32,544;14,6;2020;8;13;15;invierno;no habil
31,008;15,2;2020;8;14;15;invierno;no habil
29,808;15,625;2020;8;15;15;invierno;no habil
26,112;16,575;2020;8;16;15;invierno;no habil
25,008;17,125;2020;8;17;15;invierno;no habil
26,832;17;2020;8;18;15;invierno;no habil
41,328;16,075;2020;8;19;15;invierno;no habil
41,952;14,75;2020;8;20;15;invierno;no habil
51,12;13,4;2020;8;21;15;invierno;no habil
52,464;12,8;2020;8;22;15;invierno;no habil
52,08;12,1;2020;8;23;15;invierno;no habil
43,824;11,45;2020;8;0;16;invierno;no habil
38,064;11,025;2020;8;1;16;invierno;no habil
36,432;9,125;2020;8;2;16;invierno;no habil
34,368;9,125;2020;8;3;16;invierno;no habil
31,632;9,475;2020;8;4;16;invierno;no habil
30,336;9,525;2020;8;5;16;invierno;no habil
28,608;8,125;2020;8;6;16;invierno;no habil
28,032;5,75;2020;8;7;16;invierno;no habil
23,856;6,475;2020;8;8;16;invierno;no habil
31,152;7,4;2020;8;9;16;invierno;no habil
34,464;7,8;2020;8;10;16;invierno;no habil
34,128;9,575;2020;8;11;16;invierno;no habil
32,544;11,725;2020;8;12;16;invierno;no habil
24,336;13,85;2020;8;13;16;invierno;no habil
23,904;15,875;2020;8;14;16;invierno;no habil
19,968;17,225;2020;8;15;16;invierno;no habil
22,272;17,9;2020;8;16;16;invierno;no habil
22,176;18,15;2020;8;17;16;invierno;no habil
23,616;17,975;2020;8;18;16;invierno;no habil
31,056;17,075;2020;8;19;16;invierno;no habil
37,728;15,875;2020;8;20;16;invierno;no habil
37,872;14,7;2020;8;21;16;invierno;no habil
37,536;14,075;2020;8;22;16;invierno;no habil
37,632;13,475;2020;8;23;16;invierno;no habil
36,336;12,25;2020;8;0;17;invierno;no habil
31,776;12,3;2020;8;1;17;invierno;no habil
32,16;10,7;2020;8;2;17;invierno;no habil
28,992;10,875;2020;8;3;17;invierno;no habil
28,032;9,85;2020;8;4;17;invierno;no habil
27,984;9,825;2020;8;5;17;invierno;no habil
27,84;10,85;2020;8;6;17;invierno;no habil
28,176;10,3;2020;8;7;17;invierno;no habil
22,992;9,85;2020;8;8;17;invierno;no habil
27,648;11,275;2020;8;9;17;invierno;no habil
36,336;13,125;2020;8;10;17;invierno;no habil
33,792;15,1;2020;8;11;17;invierno;no habil
35,712;16,15;2020;8;12;17;invierno;no habil
34,224;17,875;2020;8;13;17;invierno;no habil
30,144;19,425;2020;8;14;17;invierno;no habil
28,656;20,525;2020;8;15;17;invierno;no habil
28,608;21,35;2020;8;16;17;invierno;no habil
29,184;21,5;2020;8;17;17;invierno;no habil
31,44;20,725;2020;8;18;17;invierno;no habil
37,824;19,8;2020;8;19;17;invierno;no habil
39,12;17,8;2020;8;20;17;invierno;no habil
40,992;16,85;2020;8;21;17;invierno;no habil
42,72;16,325;2020;8;22;17;invierno;no habil
39,696;14,25;2020;8;23;17;invierno;no habil
36,72;12,425;2020;8;0;18;invierno;habil
30,528;11,925;2020;8;1;18;invierno;habil
26,832;11,85;2020;8;2;18;invierno;habil
22,56;10,425;2020;8;3;18;invierno;habil
21,648;10,3;2020;8;4;18;invierno;habil
22,224;10,575;2020;8;5;18;invierno;habil
26,352;9,75;2020;8;6;18;invierno;habil
26,112;10,525;2020;8;7;18;invierno;habil
19,056;11,025;2020;8;8;18;invierno;habil
21,552;9,6;2020;8;9;18;invierno;habil
26,112;11,55;2020;8;10;18;invierno;habil
27,888;11,55;2020;8;11;18;invierno;habil
31,104;14;2020;8;12;18;invierno;habil
27,36;15,6;2020;8;13;18;invierno;habil
27,072;16,9;2020;8;14;18;invierno;habil
25,296;18,2;2020;8;15;18;invierno;habil
28,56;18,8;2020;8;16;18;invierno;habil
28,608;18,75;2020;8;17;18;invierno;habil
30,864;17,45;2020;8;18;18;invierno;habil
41,712;15,975;2020;8;19;18;invierno;habil
44,112;14,975;2020;8;20;18;invierno;habil
45,744;14,25;2020;8;21;18;invierno;habil
46,656;13,6;2020;8;22;18;invierno;habil
46,464;12,375;2020;8;23;18;invierno;habil
37,056;11,875;2020;8;0;19;invierno;habil
31,968;11,15;2020;8;1;19;invierno;habil
30,288;10,75;2020;8;2;19;invierno;habil
24,912;10,2;2020;8;3;19;invierno;habil
24,24;8,45;2020;8;4;19;invierno;habil
22,752;7,525;2020;8;5;19;invierno;habil
27,552;6,975;2020;8;6;19;invierno;habil
27,648;6,85;2020;8;7;19;invierno;habil
23,232;6,65;2020;8;8;19;invierno;habil
23,232;6,7;2020;8;9;19;invierno;habil
21,984;7,3;2020;8;10;19;invierno;habil
25,776;9,575;2020;8;11;19;invierno;habil
33,744;11,725;2020;8;12;19;invierno;habil
35,52;13,85;2020;8;13;19;invierno;habil
35,856;15,875;2020;8;14;19;invierno;habil
36,144;17,225;2020;8;15;19;invierno;habil
35,856;17,9;2020;8;16;19;invierno;habil
38,304;18,15;2020;8;17;19;invierno;habil
40,944;17,975;2020;8;18;19;invierno;habil
49,056;17,075;2020;8;19;19;invierno;habil
50,64;15,875;2020;8;20;19;invierno;habil
55,344;14,7;2020;8;21;19;invierno;habil
53,616;14,075;2020;8;22;19;invierno;habil
46,368;13,475;2020;8;23;19;invierno;habil
46,128;7,85;2020;8;0;20;invierno;habil
45,456;7,6;2020;8;1;20;invierno;habil
37,008;7,6;2020;8;2;20;invierno;habil
34,656;7,6;2020;8;3;20;invierno;habil
29,568;7,6;2020;8;4;20;invierno;habil
28,896;7,5;2020;8;5;20;invierno;habil
31,968;7,1;2020;8;6;20;invierno;habil
31,68;7,25;2020;8;7;20;invierno;habil
22,896;7,15;2020;8;8;20;invierno;habil
31,056;6,7;2020;8;9;20;invierno;habil
31,2;7,25;2020;8;10;20;invierno;habil
32,736;7,95;2020;8;11;20;invierno;habil
39,6;8,75;2020;8;12;20;invierno;habil
43,872;9,4;2020;8;13;20;invierno;habil
40,56;10,9;2020;8;14;20;invierno;habil
35,328;11,95;2020;8;15;20;invierno;habil
28,512;12,85;2020;8;16;20;invierno;habil
30,096;13,4;2020;8;17;20;invierno;habil
34,32;13,55;2020;8;18;20;invierno;habil
50,544;13,25;2020;8;19;20;invierno;habil
55,248;12,35;2020;8;20;20;invierno;habil
55,2;11,55;2020;8;21;20;invierno;habil
57,216;10,6;2020;8;22;20;invierno;habil
50,016;10,15;2020;8;23;20;invierno;habil
44,928;9,4;2020;8;0;21;invierno;habil
43,2;9;2020;8;1;21;invierno;habil
39,984;8,45;2020;8;2;21;invierno;habil
38,112;8,2;2020;8;3;21;invierno;habil
32,64;7,85;2020;8;4;21;invierno;habil
30,048;6,4;2020;8;5;21;invierno;habil
30,864;6,1;2020;8;6;21;invierno;habil
28,176;5,85;2020;8;7;21;invierno;habil
23,856;5,15;2020;8;8;21;invierno;habil
29,856;5,15;2020;8;9;21;invierno;habil
34,176;7,9;2020;8;10;21;invierno;habil
35,76;9,65;2020;8;11;21;invierno;habil
39,696;11;2020;8;12;21;invierno;habil
35,616;12,65;2020;8;13;21;invierno;habil
33,456;14,15;2020;8;14;21;invierno;habil
33,984;15,35;2020;8;15;21;invierno;habil
28,656;16,45;2020;8;16;21;invierno;habil
29,04;16,9;2020;8;17;21;invierno;habil
33,696;16,7;2020;8;18;21;invierno;habil
45,6;16,2;2020;8;19;21;invierno;habil
49,152;15,4;2020;8;20;21;invierno;habil
49,776;14,85;2020;8;21;21;invierno;habil
47,712;14,3;2020;8;22;21;invierno;habil
46,848;13,6;2020;8;23;21;invierno;habil
46,368;11,85;2020;8;0;22;invierno;no habil
39,216;12;2020;8;1;22;invierno;no habil
32,112;11;2020;8;2;22;invierno;no habil
29,856;10,35;2020;8;3;22;invierno;no habil
28,896;10,7;2020;8;4;22;invierno;no habil
28,656;10,45;2020;8;5;22;invierno;no habil
28,464;9,9;2020;8;6;22;invierno;no habil
29,04;8,9;2020;8;7;22;invierno;no habil
24,336;8,55;2020;8;8;22;invierno;no habil
30,528;8,95;2020;8;9;22;invierno;no habil
31,872;9,65;2020;8;10;22;invierno;no habil
32,544;10,65;2020;8;11;22;invierno;no habil
30,72;12,5;2020;8;12;22;invierno;no habil
33,84;14,2;2020;8;13;22;invierno;no habil
29,952;16,15;2020;8;14;22;invierno;no habil
32,784;17,95;2020;8;15;22;invierno;no habil
33,168;19,2;2020;8;16;22;invierno;no habil
25,152;20,05;2020;8;17;22;invierno;no habil
29,088;19,8;2020;8;18;22;invierno;no habil
36,768;19,2;2020;8;19;22;invierno;no habil
40,32;18;2020;8;20;22;invierno;no habil
42,912;16,65;2020;8;21;22;invierno;no habil
44,64;16,1;2020;8;22;22;invierno;no habil
47,136;15,55;2020;8;23;22;invierno;no habil
43,104;14,95;2020;8;0;23;invierno;no habil
37,824;14,15;2020;8;1;23;invierno;no habil
32,592;12,6;2020;8;2;23;invierno;no habil
28,752;12,05;2020;8;3;23;invierno;no habil
27,6;12,7;2020;8;4;23;invierno;no habil
28,128;12,6;2020;8;5;23;invierno;no habil
26,544;11,5;2020;8;6;23;invierno;no habil
26,64;9,8;2020;8;7;23;invierno;no habil
23,088;8,95;2020;8;8;23;invierno;no habil
26,352;9,95;2020;8;9;23;invierno;no habil
31,584;12,5;2020;8;10;23;invierno;no habil
28,896;14,5;2020;8;11;23;invierno;no habil
30,624;15,55;2020;8;12;23;invierno;no habil
30,144;16,95;2020;8;13;23;invierno;no habil
32,64;18,6;2020;8;14;23;invierno;no habil
27,792;20,05;2020;8;15;23;invierno;no habil
30,72;21,25;2020;8;16;23;invierno;no habil
31,296;21,65;2020;8;17;23;invierno;no habil
28,08;21,7;2020;8;18;23;invierno;no habil
43,008;21;2020;8;19;23;invierno;no habil
48,048;19,8;2020;8;20;23;invierno;no habil
47,328;18,55;2020;8;21;23;invierno;no habil
51,6;18;2020;8;22;23;invierno;no habil
45,648;16,65;2020;8;23;23;invierno;no habil
41,184;15,1;2020;8;0;24;invierno;habil
34,56;14,9;2020;8;1;24;invierno;habil
30,816;14,7;2020;8;2;24;invierno;habil
24,624;14,25;2020;8;3;24;invierno;habil
23,76;14,05;2020;8;4;24;invierno;habil
23,232;13,15;2020;8;5;24;invierno;habil
22,848;11,55;2020;8;6;24;invierno;habil
22,752;11;2020;8;7;24;invierno;habil
19,44;10,35;2020;8;8;24;invierno;habil
22,08;10,9;2020;8;9;24;invierno;habil
24,24;13,75;2020;8;10;24;invierno;habil
27,264;14,4;2020;8;11;24;invierno;habil
30,096;16,1;2020;8;12;24;invierno;habil
31,968;17,85;2020;8;13;24;invierno;habil
29,472;19,55;2020;8;14;24;invierno;habil
28,272;20,8;2020;8;15;24;invierno;habil
27,36;21,65;2020;8;16;24;invierno;habil
27,408;22,25;2020;8;17;24;invierno;habil
29,952;22,35;2020;8;18;24;invierno;habil
36,816;21,7;2020;8;19;24;invierno;habil
41,424;20,4;2020;8;20;24;invierno;habil
42,144;19,05;2020;8;21;24;invierno;habil
43,68;18,05;2020;8;22;24;invierno;habil
41,712;17,95;2020;8;23;24;invierno;habil
38,928;17,9;2020;8;0;25;invierno;habil
35,28;16,4;2020;8;1;25;invierno;habil
27,36;14,75;2020;8;2;25;invierno;habil
24,096;14,4;2020;8;3;25;invierno;habil
21,12;14,3;2020;8;4;25;invierno;habil
20,256;14,6;2020;8;5;25;invierno;habil
20,832;14,7;2020;8;6;25;invierno;habil
21,648;12,55;2020;8;7;25;invierno;habil
15,792;11,55;2020;8;8;25;invierno;habil
19,152;11,05;2020;8;9;25;invierno;habil
22,224;12,4;2020;8;10;25;invierno;habil
24,576;14,6;2020;8;11;25;invierno;habil
31,2;16,55;2020;8;12;25;invierno;habil
30,096;18,9;2020;8;13;25;invierno;habil
27,744;20,5;2020;8;14;25;invierno;habil
28,032;21,7;2020;8;15;25;invierno;habil
29,04;22,45;2020;8;16;25;invierno;habil
30,624;22,75;2020;8;17;25;invierno;habil
34,32;22,75;2020;8;18;25;invierno;habil
46,368;22,15;2020;8;19;25;invierno;habil
47,856;21;2020;8;20;25;invierno;habil
44,64;19,7;2020;8;21;25;invierno;habil
44,88;19,2;2020;8;22;25;invierno;habil
48,192;18,15;2020;8;23;25;invierno;habil
42,096;17,65;2020;8;0;26;invierno;habil
34,464;16,05;2020;8;1;26;invierno;habil
27,312;15,8;2020;8;2;26;invierno;habil
24,576;14,6;2020;8;3;26;invierno;habil
23,616;13,6;2020;8;4;26;invierno;habil
20,736;14,1;2020;8;5;26;invierno;habil
20,928;14,25;2020;8;6;26;invierno;habil
21,216;13,1;2020;8;7;26;invierno;habil
17,712;13,35;2020;8;8;26;invierno;habil
21,504;13,05;2020;8;9;26;invierno;habil
25,056;15,55;2020;8;10;26;invierno;habil
23,04;18,6;2020;8;11;26;invierno;habil
33,216;19,7;2020;8;12;26;invierno;habil
32,256;21,7;2020;8;13;26;invierno;habil
32,88;23,55;2020;8;14;26;invierno;habil
32,544;25,15;2020;8;15;26;invierno;habil
32,16;25,95;2020;8;16;26;invierno;habil
29,424;25,65;2020;8;17;26;invierno;habil
30,624;25,05;2020;8;18;26;invierno;habil
42;23,8;2020;8;19;26;invierno;habil
49,968;22,6;2020;8;20;26;invierno;habil
47,664;21,45;2020;8;21;26;invierno;habil
47,568;19,95;2020;8;22;26;invierno;habil
40,32;18,7;2020;8;23;26;invierno;habil
38,976;18,5;2020;8;0;27;invierno;habil
35,664;18,5;2020;8;1;27;invierno;habil
30,384;18;2020;8;2;27;invierno;habil
25,824;16,65;2020;8;3;27;invierno;habil
23,856;15,6;2020;8;4;27;invierno;habil
22,416;14,45;2020;8;5;27;invierno;habil
24,336;13,15;2020;8;6;27;invierno;habil
26,88;12,5;2020;8;7;27;invierno;habil
23,328;12,1;2020;8;8;27;invierno;habil
24,24;12,25;2020;8;9;27;invierno;habil
23,424;13,3;2020;8;10;27;invierno;habil
26,064;14,45;2020;8;11;27;invierno;habil
28,896;15,65;2020;8;12;27;invierno;habil
32,496;17,05;2020;8;13;27;invierno;habil
30,096;18,2;2020;8;14;27;invierno;habil
30,24;19,35;2020;8;15;27;invierno;habil
28,224;20,7;2020;8;16;27;invierno;habil
26,928;21,6;2020;8;17;27;invierno;habil
27,408;21,9;2020;8;18;27;invierno;habil
42,72;21,55;2020;8;19;27;invierno;habil
46,8;20,55;2020;8;20;27;invierno;habil
50,304;19,45;2020;8;21;27;invierno;habil
47,184;18,4;2020;8;22;27;invierno;habil
45,504;17,6;2020;8;23;27;invierno;habil
37,632;17,35;2020;8;0;28;invierno;habil
33,84;17,35;2020;8;1;28;invierno;habil
27,024;16,85;2020;8;2;28;invierno;habil
25,536;15,95;2020;8;3;28;invierno;habil
22,56;16,2;2020;8;4;28;invierno;habil
23,232;16,35;2020;8;5;28;invierno;habil
23,184;17,3;2020;8;6;28;invierno;habil
23,376;16,75;2020;8;7;28;invierno;habil
18,528;15,9;2020;8;8;28;invierno;habil
22,128;14,4;2020;8;9;28;invierno;habil
23,328;13,15;2020;8;10;28;invierno;habil
22,896;16,05;2020;8;11;28;invierno;habil
26,928;20,6;2020;8;12;28;invierno;habil
31,584;23,3;2020;8;13;28;invierno;habil
27,312;25,75;2020;8;14;28;invierno;habil
29,136;27,4;2020;8;15;28;invierno;habil
25,392;29,05;2020;8;16;28;invierno;habil
28,752;30,15;2020;8;17;28;invierno;habil
30,672;30,1;2020;8;18;28;invierno;habil
46,224;29,05;2020;8;19;28;invierno;habil
48,912;26,4;2020;8;20;28;invierno;habil
45,696;24,3;2020;8;21;28;invierno;habil
