kW;temperatura;año;mes;hora;día;estacion;tipo_dia
91,872;37,35;2019;1;20;25;verano;habil
90,384;36,35;2019;1;21;25;verano;habil
84,576;35,4;2019;1;22;25;verano;habil
71,616;30,55;2019;1;23;25;verano;habil
63,456;26,6;2019;1;0;26;verano;no habil
54;25,3;2019;1;1;26;verano;no habil
60,912;24,8;2019;1;2;26;verano;no habil
62,256;25,55;2019;1;3;26;verano;no habil
61,728;24,15;2019;1;4;26;verano;no habil
63,024;24;2019;1;5;26;verano;no habil
59,952;24,65;2019;1;6;26;verano;no habil
56,688;24,75;2019;1;7;26;verano;no habil
56,16;23,75;2019;1;8;26;verano;no habil
50,976;24,65;2019;1;9;26;verano;no habil
50,64;25,6;2019;1;10;26;verano;no habil
52,608;27,15;2019;1;11;26;verano;no habil
70,32;28,5;2019;1;12;26;verano;no habil
85,344;29,4;2019;1;13;26;verano;no habil
108,576;30,25;2019;1;14;26;verano;no habil
113,952;31;2019;1;15;26;verano;no habil
120,768;32,05;2019;1;16;26;verano;no habil
118,368;32,95;2019;1;17;26;verano;no habil
114,048;33,25;2019;1;18;26;verano;no habil
103,68;33,3;2019;1;19;26;verano;no habil
77,28;32,55;2019;1;20;26;verano;no habil
73,632;31,75;2019;1;21;26;verano;no habil
75,216;30,45;2019;1;22;26;verano;no habil
68,928;29,6;2019;1;23;26;verano;no habil
68,352;28,85;2019;1;0;27;verano;no habil
69,6;28,45;2019;1;1;27;verano;no habil
65,472;27,95;2019;1;2;27;verano;no habil
73,296;27,65;2019;1;3;27;verano;no habil
77,664;27;2019;1;4;27;verano;no habil
76,224;26,85;2019;1;5;27;verano;no habil
72,672;26,1;2019;1;6;27;verano;no habil
75,072;25,6;2019;1;7;27;verano;no habil
72,912;25,65;2019;1;8;27;verano;no habil
76,272;27,15;2019;1;9;27;verano;no habil
76,512;28,8;2019;1;10;27;verano;no habil
76,752;30,25;2019;1;11;27;verano;no habil
77,424;31,45;2019;1;12;27;verano;no habil
85,152;32,5;2019;1;13;27;verano;no habil
95,904;33,7;2019;1;14;27;verano;no habil
116,112;34,9;2019;1;15;27;verano;no habil
109,776;35,75;2019;1;16;27;verano;no habil
107,52;36,5;2019;1;17;27;verano;no habil
106,704;36,3;2019;1;18;27;verano;no habil
99,936;35,55;2019;1;19;27;verano;no habil
86,448;34,7;2019;1;20;27;verano;no habil
76,752;33,65;2019;1;21;27;verano;no habil
77,568;32,7;2019;1;22;27;verano;no habil
86,88;31,9;2019;1;23;27;verano;no habil
87,504;30,85;2019;1;0;28;verano;habil
87,456;29,9;2019;1;1;28;verano;habil
85,536;28,9;2019;1;2;28;verano;habil
89,184;27,75;2019;1;3;28;verano;habil
85,632;26,6;2019;1;4;28;verano;habil
83,808;25,65;2019;1;5;28;verano;habil
75,12;25;2019;1;6;28;verano;habil
67,344;24,65;2019;1;7;28;verano;habil
64,56;24,5;2019;1;8;28;verano;habil
63,12;24,65;2019;1;9;28;verano;habil
63,552;26;2019;1;10;28;verano;habil
66,912;27,9;2019;1;11;28;verano;habil
82,32;29,3;2019;1;12;28;verano;habil
110,064;30,75;2019;1;13;28;verano;habil
121,536;32,25;2019;1;14;28;verano;habil
127,92;33,6;2019;1;15;28;verano;habil
127,488;34,65;2019;1;16;28;verano;habil
125,712;35,4;2019;1;17;28;verano;habil
120,768;36;2019;1;18;28;verano;habil
114,096;35,3;2019;1;19;28;verano;habil
79,824;34,1;2019;1;20;28;verano;habil
79,008;33,35;2019;1;21;28;verano;habil
88,176;32,65;2019;1;22;28;verano;habil
99,264;31,4;2019;1;23;28;verano;habil
102,912;30,9;2019;1;0;29;verano;habil
106,992;30,35;2019;1;1;29;verano;habil
105,456;29,65;2019;1;2;29;verano;habil
100,944;28,8;2019;1;3;29;verano;habil
96,288;28,1;2019;1;4;29;verano;habil
95,184;27,55;2019;1;5;29;verano;habil
92,4;27,05;2019;1;6;29;verano;habil
75,456;26,7;2019;1;7;29;verano;habil
76,272;27,25;2019;1;8;29;verano;habil
76,896;29,05;2019;1;9;29;verano;habil
75,36;30,85;2019;1;10;29;verano;habil
77,232;31,35;2019;1;11;29;verano;habil
110,496;32,5;2019;1;12;29;verano;habil
122,256;33,65;2019;1;13;29;verano;habil
128,976;34,4;2019;1;14;29;verano;habil
133,152;35,55;2019;1;15;29;verano;habil
128,64;36,15;2019;1;16;29;verano;habil
121,92;36,25;2019;1;17;29;verano;habil
115,776;36,45;2019;1;18;29;verano;habil
114,048;35,7;2019;1;19;29;verano;habil
94,08;35,55;2019;1;20;29;verano;habil
96,96;34,9;2019;1;21;29;verano;habil
60,528;27,8;2019;1;22;29;verano;habil
60,24;26;2019;1;23;29;verano;habil
71,136;25,1;2019;1;0;30;verano;habil
70,704;24,4;2019;1;1;30;verano;habil
75,168;23,75;2019;1;2;30;verano;habil
75,984;24,15;2019;1;3;30;verano;habil
76,704;24,55;2019;1;4;30;verano;habil
79,344;25,2;2019;1;5;30;verano;habil
78,672;25,1;2019;1;6;30;verano;habil
71,664;24,7;2019;1;7;30;verano;habil
60,48;24,95;2019;1;8;30;verano;habil
59,568;26,5;2019;1;9;30;verano;habil
68,832;28,15;2019;1;10;30;verano;habil
78,768;29,05;2019;1;11;30;verano;habil
93,792;29,8;2019;1;12;30;verano;habil
115,536;31;2019;1;13;30;verano;habil
121,296;31,35;2019;1;14;30;verano;habil
125,52;32,05;2019;1;15;30;verano;habil
130,32;32,2;2019;1;16;30;verano;habil
128,064;32,25;2019;1;17;30;verano;habil
134,352;32,3;2019;1;18;30;verano;habil
113,136;31,05;2019;1;19;30;verano;habil
43,392;25;2019;1;20;30;verano;habil
51,696;24,6;2019;1;21;30;verano;habil
56,928;24,7;2019;1;22;30;verano;habil
59,184;24,4;2019;1;23;30;verano;habil
62,304;25,45;2019;1;0;31;verano;habil
66,144;25,95;2019;1;1;31;verano;habil
64,944;25;2019;1;2;31;verano;habil
61,776;23,35;2019;1;3;31;verano;habil
60,48;23,85;2019;1;4;31;verano;habil
57,696;23,25;2019;1;5;31;verano;habil
53,184;21,95;2019;1;6;31;verano;habil
43,2;21,75;2019;1;7;31;verano;habil
38,832;22,15;2019;1;8;31;verano;habil
39,744;22,45;2019;1;9;31;verano;habil
38,88;23,7;2019;1;10;31;verano;habil
42,672;26,25;2019;1;11;31;verano;habil
53,232;27,45;2019;1;12;31;verano;habil
82,032;28,45;2019;1;13;31;verano;habil
104,64;29,4;2019;1;14;31;verano;habil
104,784;30;2019;1;15;31;verano;habil
110,976;30,85;2019;1;16;31;verano;habil
104,88;31,35;2019;1;17;31;verano;habil
99,84;31,65;2019;1;18;31;verano;habil
84,192;31,55;2019;1;19;31;verano;habil
62,352;30,95;2019;1;20;31;verano;habil
78,192;30,3;2019;1;21;31;verano;habil
85,392;29,95;2019;1;22;31;verano;habil
82,224;29,35;2019;1;23;31;verano;habil
70,992;25,65;2019;2;0;1;verano;habil
49,728;22,55;2019;2;1;1;verano;habil
44,784;19,65;2019;2;2;1;verano;habil
42,672;19,7;2019;2;3;1;verano;habil
39,984;19,5;2019;2;4;1;verano;habil
37,776;20,3;2019;2;5;1;verano;habil
37,344;21,95;2019;2;6;1;verano;habil
34,512;21,7;2019;2;7;1;verano;habil
32,496;21,05;2019;2;8;1;verano;habil
29,616;21,75;2019;2;9;1;verano;habil
33,6;23,7;2019;2;10;1;verano;habil
37,056;26,25;2019;2;11;1;verano;habil
55,872;27,45;2019;2;12;1;verano;habil
73,824;28,45;2019;2;13;1;verano;habil
85,68;29,4;2019;2;14;1;verano;habil
108,912;30;2019;2;15;1;verano;habil
111,648;30,85;2019;2;16;1;verano;habil
106,56;31,35;2019;2;17;1;verano;habil
96,96;31,65;2019;2;18;1;verano;habil
85,392;31,55;2019;2;19;1;verano;habil
58,8;30,95;2019;2;20;1;verano;habil
66,288;30,3;2019;2;21;1;verano;habil
66,096;29,95;2019;2;22;1;verano;habil
71,808;29,35;2019;2;23;1;verano;habil
71,184;29,1;2019;2;0;2;verano;no habil
73,44;28;2019;2;1;2;verano;no habil
69,456;27,6;2019;2;2;2;verano;no habil
69,024;27,65;2019;2;3;2;verano;no habil
70,128;27,05;2019;2;4;2;verano;no habil
69,552;25,2;2019;2;5;2;verano;no habil
65,424;24,35;2019;2;6;2;verano;no habil
56,016;23,5;2019;2;7;2;verano;no habil
44,784;22,3;2019;2;8;2;verano;no habil
42,768;21,6;2019;2;9;2;verano;no habil
40,512;21,35;2019;2;10;2;verano;no habil
34,416;20,95;2019;2;11;2;verano;no habil
29,904;21,2;2019;2;12;2;verano;no habil
30,24;22,35;2019;2;13;2;verano;no habil
30,384;20,7;2019;2;14;2;verano;no habil
30,912;20,85;2019;2;15;2;verano;no habil
34,704;23,2;2019;2;16;2;verano;no habil
35,28;23,9;2019;2;17;2;verano;no habil
33,792;24;2019;2;18;2;verano;no habil
31,008;22,7;2019;2;19;2;verano;no habil
29,52;21,55;2019;2;20;2;verano;no habil
36,144;20,5;2019;2;21;2;verano;no habil
36,288;19,7;2019;2;22;2;verano;no habil
34,224;19,35;2019;2;23;2;verano;no habil
31,776;19,2;2019;2;0;3;verano;no habil
30,912;19;2019;2;1;3;verano;no habil
26,352;19,25;2019;2;2;3;verano;no habil
25,68;19,5;2019;2;3;3;verano;no habil
26,064;19,15;2019;2;4;3;verano;no habil
24,768;19,3;2019;2;5;3;verano;no habil
25,776;19,1;2019;2;6;3;verano;no habil
25,92;18,85;2019;2;7;3;verano;no habil
22,656;19,05;2019;2;8;3;verano;no habil
23,472;19,5;2019;2;9;3;verano;no habil
28,032;20,4;2019;2;10;3;verano;no habil
27,888;21,05;2019;2;11;3;verano;no habil
29,472;21,15;2019;2;12;3;verano;no habil
27,456;21,5;2019;2;13;3;verano;no habil
26,688;22,4;2019;2;14;3;verano;no habil
28,896;23,5;2019;2;15;3;verano;no habil
28,752;23,95;2019;2;16;3;verano;no habil
32,832;23,65;2019;2;17;3;verano;no habil
30,912;23,65;2019;2;18;3;verano;no habil
30,192;23,6;2019;2;19;3;verano;no habil
30,672;23,55;2019;2;20;3;verano;no habil
36,384;22,75;2019;2;21;3;verano;no habil
36,144;22,5;2019;2;22;3;verano;no habil
32,016;22;2019;2;23;3;verano;no habil
34,272;21,6;2019;2;0;4;verano;habil
33,744;21,2;2019;2;1;4;verano;habil
32,208;20,7;2019;2;2;4;verano;habil
28,416;20,15;2019;2;3;4;verano;habil
27,792;19,45;2019;2;4;4;verano;habil
26,592;18,85;2019;2;5;4;verano;habil
25,632;18,6;2019;2;6;4;verano;habil
23,136;18,35;2019;2;7;4;verano;habil
25,728;18,9;2019;2;8;4;verano;habil
26,256;20,05;2019;2;9;4;verano;habil
25,824;21,2;2019;2;10;4;verano;habil
31,584;22,1;2019;2;11;4;verano;habil
34,368;23,3;2019;2;12;4;verano;habil
41,04;24,85;2019;2;13;4;verano;habil
50,928;25,75;2019;2;14;4;verano;habil
55,392;26,65;2019;2;15;4;verano;habil
61,872;27,55;2019;2;16;4;verano;habil
65,136;28,25;2019;2;17;4;verano;habil
54,816;28,8;2019;2;18;4;verano;habil
47,04;28,85;2019;2;19;4;verano;habil
46,368;28,35;2019;2;20;4;verano;habil
54,528;27,6;2019;2;21;4;verano;habil
59,904;26,9;2019;2;22;4;verano;habil
60,192;26,05;2019;2;23;4;verano;habil
62,592;25,4;2019;2;0;5;verano;habil
60,48;24,5;2019;2;1;5;verano;habil
52,752;24,2;2019;2;2;5;verano;habil
49,152;23,1;2019;2;3;5;verano;habil
47,088;22,35;2019;2;4;5;verano;habil
45,504;22;2019;2;5;5;verano;habil
43,2;21,8;2019;2;6;5;verano;habil
34,992;21,55;2019;2;7;5;verano;habil
31,344;22,5;2019;2;8;5;verano;habil
32,688;23,75;2019;2;9;5;verano;habil
33,648;25,2;2019;2;10;5;verano;habil
39,744;26,6;2019;2;11;5;verano;habil
48;27,8;2019;2;12;5;verano;habil
70,08;28,6;2019;2;13;5;verano;habil
88,512;29,5;2019;2;14;5;verano;habil
97,2;30,35;2019;2;15;5;verano;habil
91,152;30,95;2019;2;16;5;verano;habil
88,512;31,3;2019;2;17;5;verano;habil
80,64;31,6;2019;2;18;5;verano;habil
71,472;31,1;2019;2;19;5;verano;habil
56,784;30,55;2019;2;20;5;verano;habil
58,464;29,9;2019;2;21;5;verano;habil
66,912;28,65;2019;2;22;5;verano;habil
70,704;27,5;2019;2;23;5;verano;habil
73,584;27,2;2019;2;0;6;verano;habil
71,808;26,45;2019;2;1;6;verano;habil
66,72;25,65;2019;2;2;6;verano;habil
60,768;24,85;2019;2;3;6;verano;habil
59,472;23,8;2019;2;4;6;verano;habil
56,352;23,6;2019;2;5;6;verano;habil
54,624;23,2;2019;2;6;6;verano;habil
44,88;23,1;2019;2;7;6;verano;habil
36,528;23,4;2019;2;8;6;verano;habil
36,432;24,1;2019;2;9;6;verano;habil
40,32;25,05;2019;2;10;6;verano;habil
53,664;27;2019;2;11;6;verano;habil
78,288;28,95;2019;2;12;6;verano;habil
94,224;30,4;2019;2;13;6;verano;habil
108,96;32,1;2019;2;14;6;verano;habil
112,656;33,5;2019;2;15;6;verano;habil
120,048;34,5;2019;2;16;6;verano;habil
120,768;35,4;2019;2;17;6;verano;habil
108,48;35,1;2019;2;18;6;verano;habil
90,816;34,75;2019;2;19;6;verano;habil
71,808;33,65;2019;2;20;6;verano;habil
73,248;32,3;2019;2;21;6;verano;habil
80,88;31,2;2019;2;22;6;verano;habil
88,32;30,45;2019;2;23;6;verano;habil
92,64;29,5;2019;2;0;7;verano;habil
87,264;28,5;2019;2;1;7;verano;habil
82,128;27,85;2019;2;2;7;verano;habil
81,168;26,9;2019;2;3;7;verano;habil
77,616;26,15;2019;2;4;7;verano;habil
72,672;25,15;2019;2;5;7;verano;habil
69,36;24,2;2019;2;6;7;verano;habil
56,112;23,1;2019;2;7;7;verano;habil
50,16;23,15;2019;2;8;7;verano;habil
45,264;23,65;2019;2;9;7;verano;habil
45,264;24,6;2019;2;10;7;verano;habil
52,128;25,8;2019;2;11;7;verano;habil
80,352;27,15;2019;2;12;7;verano;habil
108,672;29;2019;2;13;7;verano;habil
121,152;30,05;2019;2;14;7;verano;habil
129,6;31,1;2019;2;15;7;verano;habil
126,672;31,55;2019;2;16;7;verano;habil
115,056;31,8;2019;2;17;7;verano;habil
103,056;32;2019;2;18;7;verano;habil
81,792;31,95;2019;2;19;7;verano;habil
75,504;31,95;2019;2;20;7;verano;habil
82,512;31,5;2019;2;21;7;verano;habil
77,952;30,65;2019;2;22;7;verano;habil
81,648;29,85;2019;2;23;7;verano;habil
92,496;29,1;2019;2;0;8;verano;habil
94,032;28,85;2019;2;1;8;verano;habil
92,448;28,1;2019;2;2;8;verano;habil
80,256;26,7;2019;2;3;8;verano;habil
73,44;25,6;2019;2;4;8;verano;habil
69,984;24,7;2019;2;5;8;verano;habil
68,304;24,2;2019;2;6;8;verano;habil
57,168;23,5;2019;2;7;8;verano;habil
46,224;22,85;2019;2;8;8;verano;habil
41,184;23,1;2019;2;9;8;verano;habil
39,696;24;2019;2;10;8;verano;habil
46,08;25;2019;2;11;8;verano;habil
57,648;26,1;2019;2;12;8;verano;habil
80,688;27,15;2019;2;13;8;verano;habil
89,808;28;2019;2;14;8;verano;habil
99,504;28,7;2019;2;15;8;verano;habil
100,944;29,3;2019;2;16;8;verano;habil
96,768;29,95;2019;2;17;8;verano;habil
97,536;29,85;2019;2;18;8;verano;habil
74,592;29,2;2019;2;19;8;verano;habil
68,256;28,85;2019;2;20;8;verano;habil
72,384;28,4;2019;2;21;8;verano;habil
74,928;27,9;2019;2;22;8;verano;habil
78,384;27,2;2019;2;23;8;verano;habil
84,48;27,1;2019;2;0;9;verano;no habil
86,112;26,9;2019;2;1;9;verano;no habil
84,912;26,5;2019;2;2;9;verano;no habil
83,04;26;2019;2;3;9;verano;no habil
80,592;25,1;2019;2;4;9;verano;no habil
75,936;24,4;2019;2;5;9;verano;no habil
72,432;23,25;2019;2;6;9;verano;no habil
68,448;22,35;2019;2;7;9;verano;no habil
52,608;22,1;2019;2;8;9;verano;no habil
49,488;22,35;2019;2;9;9;verano;no habil
51,216;23,2;2019;2;10;9;verano;no habil
50,736;24,95;2019;2;11;9;verano;no habil
61,104;26,75;2019;2;12;9;verano;no habil
96,672;28,4;2019;2;13;9;verano;no habil
110,88;29,35;2019;2;14;9;verano;no habil
115,728;30,45;2019;2;15;9;verano;no habil
119,04;31,1;2019;2;16;9;verano;no habil
111,264;31,45;2019;2;17;9;verano;no habil
103,056;31,55;2019;2;18;9;verano;no habil
90,288;31,2;2019;2;19;9;verano;no habil
76,272;30,85;2019;2;20;9;verano;no habil
71,184;30,45;2019;2;21;9;verano;no habil
77,52;27,4;2019;2;22;9;verano;no habil
80,928;24,1;2019;2;23;9;verano;no habil
79,248;25,3;2019;2;0;10;verano;no habil
73,968;26,1;2019;2;1;10;verano;no habil
72,624;25,75;2019;2;2;10;verano;no habil
67,248;25,35;2019;2;3;10;verano;no habil
68,496;25,2;2019;2;4;10;verano;no habil
65,328;24,8;2019;2;5;10;verano;no habil
61,776;24,6;2019;2;6;10;verano;no habil
51,888;24,5;2019;2;7;10;verano;no habil
51,312;23,95;2019;2;8;10;verano;no habil
53,184;26,05;2019;2;9;10;verano;no habil
60,336;27,9;2019;2;10;10;verano;no habil
68,544;29,5;2019;2;11;10;verano;no habil
81,984;30,4;2019;2;12;10;verano;no habil
100,416;31,5;2019;2;13;10;verano;no habil
112,704;32,5;2019;2;14;10;verano;no habil
109,296;33,2;2019;2;15;10;verano;no habil
125,616;33,55;2019;2;16;10;verano;no habil
125,184;34,35;2019;2;17;10;verano;no habil
124,08;34,65;2019;2;18;10;verano;no habil
99,216;34,7;2019;2;19;10;verano;no habil
81,552;34,15;2019;2;20;10;verano;no habil
79,728;33;2019;2;21;10;verano;no habil
82,176;32,05;2019;2;22;10;verano;no habil
82,608;31,05;2019;2;23;10;verano;no habil
80,064;26,65;2019;2;0;11;verano;habil
80,544;24,65;2019;2;1;11;verano;habil
76,08;24,85;2019;2;2;11;verano;habil
74,832;24,95;2019;2;3;11;verano;habil
70,8;23,55;2019;2;4;11;verano;habil
68,496;23,6;2019;2;5;11;verano;habil
60,672;22,3;2019;2;6;11;verano;habil
51,504;21,3;2019;2;7;11;verano;habil
34,128;19,8;2019;2;8;11;verano;habil
29,376;17,2;2019;2;9;11;verano;habil
26,688;16,7;2019;2;10;11;verano;habil
27,744;17,45;2019;2;11;11;verano;habil
26,208;18,6;2019;2;12;11;verano;habil
25,104;19;2019;2;13;11;verano;habil
26,592;18,8;2019;2;14;11;verano;habil
25,392;18,45;2019;2;15;11;verano;habil
23,616;17,9;2019;2;16;11;verano;habil
25,68;17,45;2019;2;17;11;verano;habil
25,44;17,2;2019;2;18;11;verano;habil
29,328;16,95;2019;2;19;11;verano;habil
33,312;16,5;2019;2;20;11;verano;habil
36,576;16,35;2019;2;21;11;verano;habil
39,888;16,05;2019;2;22;11;verano;habil
37,776;15,85;2019;2;23;11;verano;habil
35,616;15,2;2019;2;0;12;verano;habil
32,16;15,05;2019;2;1;12;verano;habil
27,984;15,25;2019;2;2;12;verano;habil
28,032;15,3;2019;2;3;12;verano;habil
27,936;15,05;2019;2;4;12;verano;habil
28,704;14,85;2019;2;5;12;verano;habil
27,12;14,55;2019;2;6;12;verano;habil
22,896;14,15;2019;2;7;12;verano;habil
18,288;14,35;2019;2;8;12;verano;habil
19,872;14,2;2019;2;9;12;verano;habil
20,352;14,65;2019;2;10;12;verano;habil
21,936;15,15;2019;2;11;12;verano;habil
23,952;16,3;2019;2;12;12;verano;habil
23,952;17,85;2019;2;13;12;verano;habil
25,2;18,6;2019;2;14;12;verano;habil
23,808;19,95;2019;2;15;12;verano;habil
24,144;21,3;2019;2;16;12;verano;habil
26,928;22,45;2019;2;17;12;verano;habil
29,856;23,25;2019;2;18;12;verano;habil
30,192;23,65;2019;2;19;12;verano;habil
40,512;23,1;2019;2;20;12;verano;habil
42,24;22,1;2019;2;21;12;verano;habil
42,576;21,3;2019;2;22;12;verano;habil
43,392;20,75;2019;2;23;12;verano;habil
42,144;19,85;2019;2;0;13;verano;habil
38,88;19;2019;2;1;13;verano;habil
34,704;18,45;2019;2;2;13;verano;habil
32,112;17,8;2019;2;3;13;verano;habil
30,048;17,3;2019;2;4;13;verano;habil
30,192;16,95;2019;2;5;13;verano;habil
29,04;16,45;2019;2;6;13;verano;habil
23,424;15,95;2019;2;7;13;verano;habil
21,504;15,9;2019;2;8;13;verano;habil
21,408;16,9;2019;2;9;13;verano;habil
23,568;18,75;2019;2;10;13;verano;habil
26,4;20,3;2019;2;11;13;verano;habil
26,976;21,35;2019;2;12;13;verano;habil
29,088;22,6;2019;2;13;13;verano;habil
30,24;23,6;2019;2;14;13;verano;habil
30,384;24,45;2019;2;15;13;verano;habil
31,872;25,3;2019;2;16;13;verano;habil
32,832;26,05;2019;2;17;13;verano;habil
38,304;26,45;2019;2;18;13;verano;habil
38,208;26,4;2019;2;19;13;verano;habil
42,912;26,05;2019;2;20;13;verano;habil
48,48;25,1;2019;2;21;13;verano;habil
50,4;24,25;2019;2;22;13;verano;habil
49,392;23,35;2019;2;23;13;verano;habil
43,056;22,65;2019;2;0;14;verano;habil
40,32;22,4;2019;2;1;14;verano;habil
37,536;22,35;2019;2;2;14;verano;habil
36,192;21,05;2019;2;3;14;verano;habil
35,376;20,45;2019;2;4;14;verano;habil
33,408;21,2;2019;2;5;14;verano;habil
32,496;20,6;2019;2;6;14;verano;habil
24,576;20,55;2019;2;7;14;verano;habil
22,08;21,4;2019;2;8;14;verano;habil
22,032;22,85;2019;2;9;14;verano;habil
23,664;24,8;2019;2;10;14;verano;habil
24,912;26,4;2019;2;11;14;verano;habil
34,464;28,05;2019;2;12;14;verano;habil
50,16;29,7;2019;2;13;14;verano;habil
57,792;30,9;2019;2;14;14;verano;habil
67,584;31,6;2019;2;15;14;verano;habil
67,776;31,5;2019;2;16;14;verano;habil
64,08;31,9;2019;2;17;14;verano;habil
61,824;32;2019;2;18;14;verano;habil
59,28;31,95;2019;2;19;14;verano;habil
50,976;31,45;2019;2;20;14;verano;habil
62,832;30,25;2019;2;21;14;verano;habil
66;28,85;2019;2;22;14;verano;habil
64,56;27,5;2019;2;23;14;verano;habil
63,408;26,95;2019;2;0;15;verano;habil
57,264;26,5;2019;2;1;15;verano;habil
54,048;26,3;2019;2;2;15;verano;habil
51,504;25,5;2019;2;3;15;verano;habil
49,44;23,95;2019;2;4;15;verano;habil
47,184;22,75;2019;2;5;15;verano;habil
44,448;22,05;2019;2;6;15;verano;habil
35,808;21,85;2019;2;7;15;verano;habil
30,72;22,45;2019;2;8;15;verano;habil
27,552;25,6;2019;2;9;15;verano;habil
33,84;27,15;2019;2;10;15;verano;habil
41,568;28,45;2019;2;11;15;verano;habil
53,472;30,05;2019;2;12;15;verano;habil
78,576;31,35;2019;2;13;15;verano;habil
90,72;32,4;2019;2;14;15;verano;habil
93,84;33,1;2019;2;15;15;verano;habil
93,312;33,6;2019;2;16;15;verano;habil
96,864;34,05;2019;2;17;15;verano;habil
91,632;34,05;2019;2;18;15;verano;habil
80,16;33,9;2019;2;19;15;verano;habil
61,296;32,95;2019;2;20;15;verano;habil
63,36;31,35;2019;2;21;15;verano;habil
68,448;29,55;2019;2;22;15;verano;habil
63,168;28,95;2019;2;23;15;verano;habil
60;28,4;2019;2;0;16;verano;no habil
62,448;27,35;2019;2;1;16;verano;no habil
63,36;27,6;2019;2;2;16;verano;no habil
61,2;26,55;2019;2;3;16;verano;no habil
60,384;26,05;2019;2;4;16;verano;no habil
59,088;24,55;2019;2;5;16;verano;no habil
58,752;23,85;2019;2;6;16;verano;no habil
49,728;23,8;2019;2;7;16;verano;no habil
42,864;23,9;2019;2;8;16;verano;no habil
42,912;26,55;2019;2;9;16;verano;no habil
39,264;26,35;2019;2;10;16;verano;no habil
52,992;27,05;2019;2;11;16;verano;no habil
76,368;28,65;2019;2;12;16;verano;no habil
98,592;30,2;2019;2;13;16;verano;no habil
120,288;31,6;2019;2;14;16;verano;no habil
124,992;32,55;2019;2;15;16;verano;no habil
131,28;33,6;2019;2;16;16;verano;no habil
121,104;34,15;2019;2;17;16;verano;no habil
120,48;34,25;2019;2;18;16;verano;no habil
101,568;33,7;2019;2;19;16;verano;no habil
76,368;32,6;2019;2;20;16;verano;no habil
83,28;30,95;2019;2;21;16;verano;no habil
80,208;30;2019;2;22;16;verano;no habil
66,432;29,35;2019;2;23;16;verano;no habil
65,28;28,35;2019;2;0;17;verano;no habil
71,088;27,6;2019;2;1;17;verano;no habil
76,128;26,5;2019;2;2;17;verano;no habil
74,208;25,6;2019;2;3;17;verano;no habil
72,24;24,9;2019;2;4;17;verano;no habil
69,408;24,15;2019;2;5;17;verano;no habil
63,312;23,75;2019;2;6;17;verano;no habil
55,488;23,4;2019;2;7;17;verano;no habil
50,496;23,25;2019;2;8;17;verano;no habil
53,856;23,9;2019;2;9;17;verano;no habil
58,32;25,4;2019;2;10;17;verano;no habil
67,584;26,3;2019;2;11;17;verano;no habil
83,04;28,1;2019;2;12;17;verano;no habil
90;29,6;2019;2;13;17;verano;no habil
